Document ID,Paragraph ID,Paragraph
528,15,"Telephone Monitoring and Recording; Communications. You consent and agree that, except as restricted by applicable law, we may monitor and/or record telephone calls regarding your Account, suppress caller identification services, use prerecorded messages, and use an automated telephone dialing and announcing system. You expressly consent that we and our agents, any servicer, or any subsequent owner of your Account may (i) contact you at any cellular telephone number that you provided as part of your application, at any number that you later provide (including, without limitation, after your Account is in a default status), or at any other number that is identified as related to you, including by text message, and (ii) use automated telephone dialing systems to initiate such contacts and/or leave recorded messages. If you provide us at any time with an email contact for your Account, you agree we may use that email address to contact you about your Account and may send you information about products and services related to your Account. We or our representatives may contact you from time to time regarding the Account, or to ask for additional information about you or your experience with us. You agree that such contacts are not unsolicited and may include contacts at your home or place of employment, during weekdays, weekends or holidays, on your mobile telephone, voicemail or answering machine, or by email, fax, recorded message, text message or personal visit"
528,16,"visit. How to Revoke Consent for Future Communications: If you want to revoke your consent to future communications as described in the previous paragraph, you must send us a written notice that includes: (i) your name, mailing address, and Account number(s); (ii) the specific telephone number(s), email address(es) and/or mailing address(es) at which you no longer wish us to contact you, and (iii) the types of communications (telephone, text, email, and/or mail) for which you are revoking consent. You must send this written notice to: Genesis FS Card Services, P.O. Box 4477, Beaverton, OR 97076. You understand and agree that it may take up to three business days after receipt of your written notice to process your request, and that you consent to continued"
528,17,"communications during this period of time. OUR RIGHTS AND HOW THEY AFFECT YOU Merchant Refunds. If a merchant agrees to give you a refund for goods or services purchased with your Card or Account, you will accept a credit on your Account instead of a cash refund. We do not control when a merchant sends us your refund and we will have a reasonable amount of time after we receive your refund to process it. No Waiver of Rights; Disputed Amounts. We can accept late or partial payments without losing any of our rights under this Agreement. You agree not to send us partial payments marked “paid in full,” “without recourse,” or similar language. If you send such a payment, we may accept it without losing any of our rights under this Agreement. All written communications concerning disputed amounts, including any check or other payment instrument that indicated that the payment constitutes “payment in full” of the amount owed or that is tendered with other conditions or limitations or as full satisfaction of a disputed amount, must be mailed or delivered to Genesis FS Card Services, P.O. Box 4499, Beaverton, Oregon 97076. Credit Reports and Information. You authorize us to make or have made any credit, employment, or other investigative inquiries we deem appropriate to extend you credit or collect amounts owed to us on your Account. We (including any assignee of the Account or amounts owing under the Account) may also obtain information about you from credit reporting agencies or others at any time and use it for the purposes of monitoring your credit performance, managing your Account and considering you for new offers and programs. Notice of Inaccurate Information. If you believe that we have information about you that is inaccurate or that we have reported or may report to a credit reporting agency information about you that is inaccurate, please notify us of the specific information that you believe is inaccurate by writing to us at Genesis FS Card Services, P.O. Box 4499, Beaverton, OR 97076"
528,18,"Default and Collection. Unless prohibited by applicable law, your Account is considered to be in default if (1) you fail to make the required Monthly Minimum Payment on or before the Payment Due Date, including if your payment is returned or cannot be processed and you do not correct that failure within 31 days, (2) you try to exceed or do exceed your Credit Limit without permission and do not bring your Account back under your Credit Limit within 31 days, (3) you become subject to bankruptcy or insolvency proceedings, (4) you become subject to attachment or garnishment proceedings, (5) you give us any false information or signature, (6) you die, or (7) you fail to comply with any portion of this Agreement. Our accepting a late or partial payment does not waive default. Default on this Account will constitute default on all accounts you hold with us. Subject to any notice of default and right to cure or other restrictions of applicable law, if you are in default, we may declare the entire balance due immediately. You agree to pay our reasonable costs and attorneys’ fees and expenses related to the collection of your Account, and retrieving your Card, to the extent permitted by applicable laws"
528,19,"Change of Terms. Subject to the limitations of applicable law, we may, at any time, change or remove any of the terms and conditions of, or add new terms or conditions to, this Agreement. If required by applicable law, we will mail written notice of such a change to you in the manner required by such law. As of the effective date, the changed or new terms will apply to new Purchases and Cash Advances and also to the outstanding balance of your Account, subject to the limitations of applicable law. Delay in Enforcement. We can delay enforcing our rights under this Agreement without losing them. OTHER PROVISIONS Ownership and Use of Your Card. As the Cardholder, you are liable for all credit obtained under your Account. If you authorize another person to use your Card, you are liable for any credit obtained on your Account for as long as that person holds the Card. In addition, you will remain liable until you recover possession of the Card. Misuse of your Card by an authorized person will not be considered unauthorized use. See “Lost Cards and Unauthorized Use” above. Upon demand, you must immediately return any Card we supply to you or destroy the Card by cutting it in half. Transactions. You will retain for Statement verification your copy of each Purchase slip, Cash Advance or other transaction to your Account."
528,20,"Transfer of Your Account. You may not transfer your Account to any other person. We may assign your Account or amounts owing under your Account to any other person at any time and the assignee will take our place under the Agreement with respect to all agreements and interests transferred. You must pay the assignee and otherwise perform your obligations under the assigned agreements and interests. Closing or Suspending Your Account. We may close or suspend your Account or your ability to obtain credit on your Account, or both, at any time, for any reason permitted by law and with or without advance notice. You may close your Account at any time by contacting us. The closure of Account will not become effective until you have returned to us all of the Cards we have given you. If you have a joint Account and want to remove one of the names from the Account, we must receive a written request signed by both of the Cardholders on the Account and all Cards must be returned upon request. No party is released from the obligation for the balance owing on a joint Account, unless we agree to the arrangements in writing. You may have to reapply for a new Card for an individual Account when you request a change from a joint Account to an individual Account. If your Account is closed or suspended for any reason, you must stop using your Card. You must also cancel all billing arrangements to the Account. We will not do this for you. If we close or permanently suspend your Account, you must also return all Cards to us. You must still pay us all amounts you owe on the Account, even if they are charged after your Account is closed or suspended. Additional Benefits and Services. From time"
528,21,"to time, we may offer you benefits and services with your Account. These benefits and services may be provided by us or third parties. Unless expressly made a part of this Agreement, and except as provided in the Arbitration of Disputes section below, any such benefits and services are not a part of this Agreement, and are subject only to the terms and conditions outlined in the benefits or services brochure and other official documents provided to you with respect to the benefits and services. We may adjust, add, or delete benefits or services at any time in accordance with the brochures or documents you receive. Except as required by applicable law, we are not liable for benefits or services provided by third parties or the actions or omissions of those third parties. Foreign Currency Conversion. Payment must be made in U.S. Dollars for charges you incur in any other currency. If you effect a transaction with your Card in a currency other than U.S. Dollars, Mastercard International Incorporated (“Mastercard”) will convert the charge into a U.S. Dollar amount. Mastercard will act in accordance with its operating regulations or conversion procedures in effect at the time that the transaction is processed. Currently, the currency conversion rate used by Mastercard to determine the transaction amount in U.S. Dollars for such transactions is generally either a government mandated rate or a wholesale rate determined by Mastercard for the processing cycle in which the transaction is processed. The currency conversion rate used by Mastercard on the processing date may differ from the rate that would have been used on the Purchase date or monthly Statement posting date. We will also assess a Foreign Currency Conversion Fee interest charge as described in the “How Interest Charges are Determined” section"
528,22,"Honoring Your Card. We are not responsible if anyone refuses to accept your Card or Account for any reason. Although you may have credit available, we may decline any transaction for any reason. We are not liable for any refusal to honor your Card or Account. From time to time, due to circumstances beyond our control (such as system failures, natural disasters, or other unpredictable events), our services may not be available. When this happens, you may be unable to use your Card or obtain information about your Account. We will not be responsible or liable if this happens. Change of Address, Employment and Telephone. We will send all written notices and Statements to your address as it appears on our records. To avoid delays and missed payments that could affect your credit standing, you agree to promptly advise us if you change your mailing address, place of employment, or telephone number. Severability. In the event that any provision of this Agreement is determined to be invalid or unenforceable for any reason, the remaining provisions will remain in effect. Entire Agreement; Interpretation. This Agreement (including other documents incorporated herein by reference) constitutes the final expression of the credit agreement between you and us relating to your Account. The headings used in"
528,23,"this Agreement are for the convenience of reference only and are not intended to define or describe the scope or intent of any portion of the Agreement. Governing Law. Except as expressly set forth in the Arbitration of Disputes section, this Agreement and the interpretation and enforcement thereof (including but not limited to the exportation of interest rates) will be governed by Federal law that applies to us, and to the extent not preempted by Federal law, the laws of the State of Utah, without regard to its conflicts of law provisions and principles. If there is any conflict between any of the terms and conditions of this Agreement and applicable Federal or State law, this Agreement will be considered changed to the extent necessary to comply with the applicable law. Arbitration of Disputes Provision. PLEASE READ THIS ARBITRATION OF DISPUTES PROVISION CAREFULLY. UNLESS YOU SEND US THE REJECTION NOTICE DESCRIBED BELOW, THIS PROVISION WILL APPLY TO YOUR ACCOUNT, AND MOST DISPUTES BETWEEN YOU, ON THE ONE HAND, AND US OR ANY SERVICER OF YOUR ACCOUNT, INCLUDING, BUT NOT LIMITED TO, GENESIS FS CARD SERVICES, INC. (“GENESIS”), ON THE OTHER HAND, WILL BE SUBJECT TO INDIVIDUAL ARBITRATION. THIS MEANS THAT: (1) NEITHER A COURT NOR A JURY WILL RESOLVE ANY SUCH DISPUTE; (2) YOU WILL NOT BE ABLE TO PARTICIPATE IN A CLASS ACTION OR SIMILAR PROCEEDING; (3) LESS INFORMATION WILL BE AVAILABLE; AND (4) APPEAL RIGHTS WILL BE LIMITED. THIS ARBITRATION OF DISPUTES PROVISION DOES NOT APPLY TO YOU IF, AS OF THE DATE OF THIS AGREEMENT, YOU ARE A MEMBER OF THE ARMED FORCES OR A DEPENDENT OF SUCH MEMBER ENTITLED TO PROTECTION UNDER THE FEDERAL MILITARY LENDING ACT. PLEASE SEE THE SECTION OF THIS AGREEMENT LABELED “MILITARY LENDING ACT.” IF YOU WOULD LIKE MORE INFORMATION ABOUT WHETHER YOU ARE ENTITLED TO PROTECTION UNDER THE FEDERAL MILITARY LENDING ACT, YOU MAY CONTACT US AT 1-800-583-5698"
528,24,"This provision replaces any existing arbitration provision with us and will stay in force no matter what happens to your Account, including the closing of your Account. Except as expressly provided below, you must arbitrate individually, by binding arbitration under the Federal Arbitration Act (“FAA”), any dispute or claim between you, any joint Cardholder and/or Authorized User, on the one hand, and us , our affiliates, and agents, and/or any servicer of your Account, including, but not limited to, Genesis, on the other hand, if the dispute or claim arises out of or is related to (a) this Agreement (including without limitation, any dispute over the validity of this Agreement to arbitrate disputes or of this entire Agreement), or (b) your Account, or (c) any relationship resulting from this Agreement, or (d) any insurance or other service related to your Account, or (e) any other agreement related to your Account (including prior agreements) or any such service, or (f) breach of this Agreement or any other such agreement, whether based on statute, contract, tort or any other legal theory (any “Claim”). However, we will not require you to arbitrate any individual Claims"
528,25,"n small claims court or your state’s equivalent court, so long as it remains an individual case in that court. YOU AGREE NOT TO PARTICIPATE IN A CLASS, REPRESENTATIVE OR PRIVATE ATTORNEY GENERAL ACTION AGAINST US OR ANY SERVICER OF YOUR ACCOUNT, INCLUDING, BUT NOT LIMITED TO, GENESIS, IN COURT OR ARBITRATION. ALSO, YOU MAY NOT BRING CLAIMS AGAINST US OR ANY SERVICER OF YOUR ACCOUNT, INCLUDING, BUT NOT LIMITED TO GENESIS, ON BEHALF OF ANY CARDHOLDER WHO IS NOT A JOINT CARDHOLDER WITH YOU OR AN AUTHORIZED USER ON YOUR ACCOUNT (AN “UNRELATED CARDHOLDER”), AND YOU AGREE THAT NO UNRELATED CARDHOLDER MAY BRING ANY CLAIMS AGAINST US OR ANY SERVICER OF YOUR ACCOUNT, INCLUDING, BUT NOT LIMITED TO, GENESIS, ON YOUR BEHALF. CLAIMS BY YOU AND AN UNRELATED CARDHOLDER MAY NOT BE JOINED IN A SINGLE ARBITRATION. THE ARBITRATOR WILL NOT HAVE THE POWER TO CONSIDER SUCH CLASS, REPRESENTATIVE OR PRIVATE ATTORNEY GENERAL ACTIONS OR ANY SUCH CLAIMS YOU BRING ON BEHALF OF AN UNRELATED CARDHOLDER. Judgment on the arbitration award may be entered in any court having jurisdiction. Any dispute regarding whether a particular controversy is subject to arbitration, or the applicability or enforceability of the foregoing paragraph, will be decided by a court and not by an arbitrator. If you or we or any servicer of your Account, including, but not limited to, Genesis, elect to arbitrate a claim, the electing party must notify the other party in writing. The notice can be given after the beginning of a lawsuit and can be given in papers filed in the lawsuit. Otherwise, your notice must be sent to Genesis FS Card Services, Inc., Attn: Arbitration Demand, P.O. Box 4477, Beaverton, Oregon 97076, and our notice must be sent to the most recent address for you in our files. The arbitration will be administered by the American Arbitration Association (the “AAA”) under its rules in effect at the time an arbitration is commenced that are applicable to the resolution of consumer disputes (the “Arbitration Rules”). We will tell you how to contact the AAA and how to get a copy of the Arbitration Rules without cost if you ask us in writing to do so. The Arbitration Rules permit you to request deferral or reduction of the administrative fees of arbitration if paying them would cause you a hardship. In addition, if you ask us in writing, we will consider your request to pay any or all of your costs of arbitration. Each arbitrator shall be a licensed attorney who has been engaged in the private practice of law continuously during the ten years immediately preceding the arbitration or a retired judge of a court of general or appellate jurisdiction. The arbitration award shall award only such relief as a court of competent jurisdiction could properly award under applicable law, including attorneys’ fees if allowed by applicable law or agreement. All statutes of limitation, defenses, and attorney-client and other privileges that would apply in a court proceeding will apply in the arbitration. If any provision of this Section regarding arbitration of disputes shall be deemed to be unenforce"
528,26,"able, the remainder of this Section shall be given full force and effect. However, if the provision precluding class, representative or private attorney general Claims in arbitration is deemed unenforceable, then this entire Arbitration Agreement shall be void and of no force and effect. You may reject this provision, in which case only a court may be used to resolve any dispute or claim. Rejection will not affect any other aspect of the Agreement. To reject this Provision, you must send us a notice within sixty (60) days after you open your Account or we first provide you with a right to reject this Provision. This notice must include your name, address and Account Number and be mailed to Genesis FS Card Services, Inc., Attn: Arbitration Provision, P.O. Box 4477, Beaverton, Oregon 97076. This is the only way you can reject this Provision. YOUR BILLING RIGHTS – KEEP THIS NOTICE FOR FUTURE USE This notice tells you about your rights and our responsibilities under the Fair Credit Billing Act. What To Do If You Think You Find A Mistake On Your Statement If you think there is an error on your Statement, please write to us at: Genesis FS Card Services, P.O. Box 4499, Beaverton, OR 97076-4499. In your letter, give us the following information: • Account information: Your name and Account number. • Dollar amount: The dollar amount of the suspected error. • Description of problem: If you think there is an error on your bill, describe what you believe is wrong and why you believe it is a mistake. You must contact us: • Within 60 days after the error appeared on your Statement. • At least three (3) business days before an automated payment is scheduled, if you want to stop payment on the amount you think is wrong. You must notify us of any potential errors in writing. You may call us, but if you do we are not required to investigate any potential errors, and you may have to pay the amount in question."
528,27,"What Will Happen After We Receive Your Letter When we receive your letter, we must do two things: 1. Within 30 days of receiving your letter, we must tell you that we received your letter. We will also tell you if we have already corrected the error. 2. Within 90 days of receiving your letter, we must either correct the error or explain to you why we believe the bill is correct. While we investigate whether or not there has been an error: • We cannot try to collect the amount in question, or report you as delinquent on that amount. • The charge in question may remain on your Statement, and we may continue to"
528,28,"charge you interest on that amount. • While you do not have to pay the amount in question, you are responsible for the remainder of your balance. • We can apply any unpaid amount against your Credit Limit. After we finish our investigation, one of two things will happen: • If we made a mistake: You will not have to pay the amount in question or any interest or other fees related to that amount. • If we do not believe there was a mistake: You will have to pay the amount in question, along with applicable interest and fees. We will then send you a Statement of the amount you owe and the date payment is due. We may then report you as delinquent if you do not pay the amount we think you owe. If you receive our explanation but still believe your bill is wrong, you must write to us within 10 days telling us that you still refuse to pay. If you do so, we cannot report you as delinquent without also reporting that you are questioning your bill. We must tell you the name of anyone to whom we reported you as delinquent, and we must let those organizations know when the matter has been settled between us. If we do not follow all of the rules above, you do not have to pay the first $50 of the amount you question, even if your bill is correct."
528,29,"Your Rights If You Are Dissatisfied With Your Credit Card Purchases If you are dissatisfied with the goods or services that you have purchased with your credit card, and you have tried in good faith to correct the problem with the merchant, you may have the right not to pay the remaining amount due on the Purchase. To use this right, all of the following must be true: 1. The Purchase must have been made in your home state or within 100 miles of your current mailing address, and the Purchase price must have been more than $50. (Note: Neither of these are necessary if your Purchase was based on an advertisement we mailed to you, or if we own the company that sold you the goods or services.) 2. You must have used your credit card for the Purchase. Purchases made with cash advances from an ATM or with a check that accesses your credit card account do not qualify. 3. You must not yet have fully paid for the Purchase. If all of the criteria above are met and you are still dissatisfied with the Purchase, contact us in writing at Genesis FS Card Services, P.O. Box 4499, Beaverton, OR 97076-4499. While we investigate, the same rules apply to the disputed amount as discussed above. After we finish our investigation, we will tell you our decision. At that point, if we think you owe an amount and you do not pay, we may report you as delinquent."
529,1,"Annual Percentage Rate (APR) for Purchases Paying Interest We will begin charging interest on purchases on the transaction date. For Credit Card Tips from To learn more about factors to the Consumer Financial consider when applying for or using a Protection Bureau credit card, visit the website of the Consumer Financial Protection Bureau at http://www.consumerfinance.gov/ learnmore."
529,2,How We Will Calculate Your Balance: We use a method called “average daily balance (including new purchases)”. See the “How Interest Charges are Determined” section of the Mor Furniture for Less Silver Account Agreement below for more details. Billing Rights: Information on your rights to dispute transactions and how to exercise those rights is provided in the “Your Billing Rights – Keep This Notice for Future Use” section of the Mor Furniture for Less Silver Account Agreement below.
529,3,"Dear Accountholder: This Agreement, as defined below, is your contract for your Account and: • Covers the terms that govern the use of your Mor Furniture for Less Silver Account; • Outlines both your responsibilities and ours; • Includes certain disclosures required by the Federal Truth in Lending Act; • Includes certain disclosures required by the Federal Military Lending Act; • Includes an Arbitration of Disputes Provision that will substantially affect your rights unless you reject it, and; • Contains important information about your Account. We encourage you to read the Agreement and keep it for your records. Please feel free to call us with any questions you may have. We look forward to serving you."
529,4,"This Agreement begins on the earlier of (1) the date we approve your Application, or (2) the first date that we extend Credit to you on your Account, as evidenced by a signed sales slip or other evidence of indebtedness. DEFINITIONS To simplify this Agreement for you, the definitions listed below will apply throughout, both in this Agreement and in your monthly statements. In addition, the words you, your, and yours refer to the Accountholder(s) who hold(s) the Account Number and is responsible for the Account, each of whom is individually and jointly obligated under this Agreement. The words we, us, and our refer to First Electronic Bank. Account: Mor Furniture for Less Silver Account for which you were issued an Account Number and that is subject to all of the terms and conditions of this Agreement. Account Number: The Account Number we issue that you may use to make Purchases from Retailer. Use of your Account Number to obtain Credit will be considered a use of the Account. Accountholder: The person to whom an Account Number is issued, or who has agreed to pay obligations arising from an Account Number issued to another person. Agreement: Your contract with us for your Account, which is composed of your Application, and the Account opening disclosures and this Account Agreement. Any sales slip or other evidence of indebtedness on your Account is incorporated into and made part of this Agreement. Application: The form with information that you submitted to apply for your Account, including your signature (in any form – wet signed, electronic, or digital), and any acceptance certificate or other request that you signed or otherwise submitted to obtain this Account. Billing Cycle: The time interval covered by a monthly statement. Each Billing Cycle is approximately 30 days in length. Card: Any branded Card we issue that you may use to purchase goods or services from Retailer. Use of your Card to obtain Credit will be considered use of the Account. Closing Date: The date of the last day of a Billing Cycle"
529,5,"Covered Borrower: Certain members of the Armed Forces and their dependents who are protected by the Military Lending Act. Credit: The credit extension you receive under this Agreement. Credit Limit: The maximum amount of Credit available to you on your Account. Your Account Credit Limit will be disclosed to you on the monthly statements. New Balance: The total outstanding Account balance on the Closing Date specified in your monthly statement. Previous Balance: The balance of your Account at the beginning of a Billing Cycle. This will be the same as the “New Balance” shown on the previous monthly statement. Purchase: An extension of Credit to your Account for the purpose of purchasing goods or services from Retailer. Purchase Balance: The total outstanding balance of Purchases and interest charges, excluding amounts included in the Regular Balance. Regular Balance: The total outstanding balance of all amounts other than Purchases and interest charges on Purchases. In the event you do not pay a Purchase balance in full before the end of a deferred interest period, the interest accrued during the deferred interest period will be added to your Regular Balance. Any subsequent interest charges accrued on such amounts will also be added to the Regular Balance. Retailer: Participating Mor® Furniture for Less locations located in the U.S."
529,6,"Purchases. You may use your Account to purchase goods and services from Retailer. You promise to pay us and are liable for all amounts resulting from the authorized use of your Account Number or Account, plus any applicable interest charges and other applicable charges or fees, payable in U.S. dollars. Your Credit Limit. You may not use your Account in any way that would cause you to go over your Credit Limit. We may refuse to authorize or accept any transaction on your Account if (1) that transaction would cause you to exceed your Credit Limit or (2) your Account is delinquent. We may temporarily agree to allow you to exceed your Credit Limit. If we do so, in that case, you must repay the excess amount according to the terms of this Agreement. Any transactions honored in excess of your Credit Limit will not result in an increase of your Credit Limit."
529,7,"Monthly Statements. We will send a statement at the end of each monthly Billing Cycle if there is a debit or credit balance on your Account of $1 or more, a balance on which an interest charge has been imposed or as otherwise required by applicable law. You agree to pay us, or any party to whom we may transfer and assign your Account or the amounts owing under your Account, in U.S. dollars according to all terms and conditions of this Agreement. Payments made by a check, money order or other negotiable instrument must be in a form acceptable to us and drawn on a U.S. financial institution. Monthly Minimum Payment. Your monthly minimum payment due will be the greater of: 1. $15; or 2. The sum of: a. Each fixed monthly payment amount applicable to each of your Purchases (described below), plus b. 5% of your Regular Balance."
529,8,"Each Purchase will have a fixed monthly payment amount which we calculate when the Purchase is posted to your Account. We determine the fixed monthly payment amount for a Purchase by multiplying the Purchase amount by 5%, and then rounding the result to the nearest dollar. If the remaining balance of a Purchase plus accrued interest on that Purchase is less than the fixed monthly payment amount, we will reduce the fixed monthly payment amount for that Purchase accordingly. We will continue to include the fixed monthly payment amount for a Purchase in the monthly minimum payment due until the Purchase plus accrued interest on that Purchase is paid in full. If you make a payment in excess of the monthly minimum payment due for any month, it will not reduce the fixed monthly payment amount applicable to any Purchase that is used to calculate your monthly minimum payment due in subsequent months, but it may result in your paying off a Purchase more quickly. Your monthly minimum payment due also will include the greater of (i) any past due amount, or (ii) any amount by which the New Balance exceeded your Credit Limit. Your monthly minimum payment due will never exceed your New Balance. Payments should be mailed with the payment coupon and in the envelope provided and following the other instructions on the monthly statement to Genesis FS Card Services, P.O. Box 84049, Columbus, Georgia 31908. Any payment we receive in that form and at that address on or before 5:00 P.M. Eastern Time on a normal banking day will be credited to your Account that day. If we receive your payment in that form and at that address after 5:00 P.M. Eastern Time on a normal banking day, or any time on a nonbanking day, we will credit it to your Account the next banking day. Please allow at least seven (7) business days for postal delivery. Payments we receive at any other location or in any other form may not be credited as of the day we receive them. If we accept a payment at some other place, we may delay the crediting of the payment for up to five (5) days. This may cause you to incur Late Payment Fees and additional interest charges, and may result in your Account being declared in default. When you provide a check as payment, you authorize us either to use information from your check to make a one-time electronic fund transfer from your account or to process the payment as a check transaction. When we use information from your check to make an electronic fund transfer, funds may be withdrawn from your account as soon as the same day we receive your payment and you will not receive your check back from your financial institution. At any time, you may pay part or all you owe on your Account without incurring any additional charge for prepayment. The amount of any payment that exceeds your total New Balance will be applied as a credit to your Account, and any remaining credit balance will be refunded as required by law. Credit availability may be delayed at our sole discretion to ensure payment in good funds, and your total Credit Limit may not reflect your payments for up to 14 days."
529,9,"Application of Payments. For each Billing Cycle, we will allocate payment amounts up to your monthly minimum payment to charges and principal due (including new transactions) in any way we determine. We will generally apply payment amounts up to your monthly minimum payment in a manner most favorable or convenient for us. For each Billing Cycle, to the extent your payments exceed your monthly minimum payment, we will apply these excess amounts in the order required by applicable law. During the last two Billing Cycles of a deferred interest period, if you have an outstanding deferred interest balance, we will apply these excess amounts to the deferred interest promotion balance."
529,10,"Each Purchase on your Account is subject to up to 6 months of deferred interest, beginning on the date of the Purchase (the “deferred interest period”). Interest will be charged to your Account from the date of the Purchase if the Purchase balance is not paid in full within the deferred interest period or if you make a late payment. Each Purchase transaction accrues interest from the Date of the Purchase, but we will not charge that interest to your Account if you pay that Purchase balance in full before the end of the deferred interest period and you make monthly minimum payments as required. The deferred interest period will end when one or more of the following events occur: • 6 months from the Purchase date; • Your Account becomes more than 180 days past due; • Your Account is charged off for any reason. Interest on each Purchase transaction will accrue during the deferred interest period at 34.9% APR. You must make monthly minimum payments during the deferred interest period. The monthly statement we send you will include these monthly minimum payment amounts and will help you keep track of your Purchase balance(s) and their deferred interest period(s). Paying only the monthly minimum payment may not pay off the Purchase balance within the deferred interest period. You may have to make additional or increased payments during the deferred interest period to avoid having to pay all accrued deferred interest. After the deferred interest period, interest will be charged at 34.9% APR."
529,11,"Your Interest Rate. We use a daily periodic rate to calculate the interest on your account. The daily periodic rate is the applicable APR multiplied by 1/365. The daily periodic rate for your account is 0.0956% and the applicable APR is 34.9%. When We Charge Interest. We charge interest on your Purchases from the date you make the purchase until you pay the purchase in full. How We Calculate Interest. We calculate interest separately for each balance segment on your Account. We do this by applying the daily periodic rate to your average daily balance (including new Purchases), and then multiplying the resulting number by the number of days in the Billing Cycle for each balance segment. An average daily balance is calculated for the following balance segments as applicable: Purchase Balance segments and the Regular Balance segment. We calculate interest for each balance segment as follows: 1. For each day, we take the beginning balance of each balance segment in the billing cycle, including any unpaid interest charges, add any new purchases and debits, and then subtract the applicable portion of any payments and credits. This gives us the daily balance. Late Payment Fees, Returned Payment Fees, and Documentation Fees are not included in the daily balance. 2. Then, we add all the daily balances for the billing cycle together and divide the total by the number of days in the billing cycle. This gives us the average daily balance. 3. Next, we multiply the daily periodic rate by the average daily balance. 4. Finally, we take the resulting number from #3 and multiply it by the number of days in the billing cycle. This gives us the interest charge for each balance segment for the billing cycle"
529,12,"In addition to interest charges, other fees may be applied to your Account, as set forth below. The amounts of these fees may change from time to time during the term of your Account. Late Payment Fee. If we do not receive your monthly minimum payment due by the Closing Date of the Billing Cycle in which the Payment Due Date occurs and the amount past due on your Account is more than $9.99, we will apply a Late Payment Fee to your Account. The Late Payment Fee is $28 if we did not charge a Late Payment Fee during any of the prior six billing periods. Otherwise, the Late Payment Fee is $39. The Late Payment Fee will never exceed the amount of your most recently required monthly minimum payment. Returned Payment Fee. If any payment on your Account is returned to us unpaid for any reason, we will apply a Returned Payment Fee to your Account. The Returned Payment Fee is $28 if we did not charge a Returned Payment Fee during any of the prior six billing periods. Otherwise, the Returned Payment Fee is $39. The Returned Payment Fee will never exceed the monthly minimum payment. Documentation Fee. You may request a copy of a monthly statement previously sent to you for a Documentation Fee of $3 per statement, which fee we will charge to your Account. Copies of sales tickets or other items posted to your Account may be obtained for a Documentation Fee of $10 per sales ticket or other item, which will be applied to your Account. Notwithstanding the foregoing, we will not impose any fee in connection with a good faith assertion of a billing error or other exercise of your Billing Rights (see below under “Your Billing Rights - Keep This Notice for Future Use”)."
529,13,"The Military Lending Act provides protections for Covered Borrowers. The provisions of this section apply to Covered Borrowers. If you would like more information about whether you are a Covered Borrower, you may contact us at 1-866-502-6439. Statement of MAPR. Federal law provides important protections to members of the Armed Forces and their dependents relating to extensions of consumer credit. In general, the cost of consumer credit to a member of the Armed Forces and his or her dependent may not exceed an Annual Percentage Rate of 36%. This rate must include, as applicable to the credit transaction or account: (1) the costs associated with credit insurance premiums; (2) fees for ancillary products sold in connection with the credit transaction; (3) any application fee charged (other than certain application fees for specified credit transactions or accounts); and (4) any participation fee charged (other than certain participation fees for a credit card account). Oral Disclosures. In order to hear important disclosures and payment information about this Agreement, you may call 1-866-875-5929. Applicability of Arbitration of Disputes Provision. The Arbitration of Disputes Provision set forth in this Agreement does not apply to you if, as of the date of this Agreement, you are a Covered Borrower"
529,14,"If your Account Number is lost or stolen or used without your consent, you may be liable for the unauthorized use of your Account, but you will not be liable for unauthorized use that occurs after you notify us orally or in writing of the loss, theft or possible unauthorized use at: Genesis FS Card Services, P.O. Box 4477, Beaverton, OR 97076, 1-888-260-4532. In any case, your liability will not exceed $50."
529,15,"OUR RIGHTS, AND HOW THEY AFFECT YOU Telephone Monitoring and Recording. You consent and agree that, from time to time, except as restricted by applicable law, we may monitor or record telephone calls regarding your Account, suppress caller identification services and use an automated dialing and announcing system or pre-recorded messages for account management purposes, including calls made for account collection purposes. If you provide us with a cellular phone number either as part of your Application, or at any time thereafter, including, without limitation, after your Account is in a default status, you are expressly consenting that we, our agents and successors in interest, subject to any limitations of applicable law, may (1) contact you at that number including by text message, and (2) use automated telephone dialing systems to initiate such contacts and/or leave recorded messages. For Text Messages: Message and data rates may apply. In accordance with applicable law, we or our representatives may contact you from time to time regarding your Account, or to ask for additional information about you or your experience with us. You agree that such contacts are not unsolicited and may include contacts at your home or place of employment, during weekdays, weekends or holidays, on your mobile telephone, voicemail or answering machine, or by email, fax, recorded message, text message or personal visit. Email. If you provide us at any time with an email contact for your Account, you agree we may use that email address to contact you about your Account and may send you information about products and services related to your Account. If, at any time, you would like to limit the types of communications you receive from us by email, please contact us at Genesis FS Card Services, P.O. Box 4477, Beaverton, OR 97076, 1-866-946-9575, or, if you receive an email from us, you can select the “unsubscribe” link that is located in every email. Refunds. If Retailer agrees to give a refund, you will accept a credit on your Account instead of a cash refund."
